Number of edges in matching: 18
{('v_bv', 'b_bv'), ('o_tt', 'rh_end_tt_2'), ('g_gy1', 'rc_end_north'), ('b_end_east', 'g_gy2'), ('v_end_east', 'rs_end_north'), ('rh_end_tt_1', 'b_bw'), ('rd_end_south', 'b_end_west'), ('rd_end_north', 'rh_end_north'), ('o_y_tt_end_west', 'nature_end_west'), ('y_rh', 'rh_end_south'), ('y_gy1', 'rc_end_south'), ('b_tt_3', 'rt_end_north'), ('b_v', 'v_end_west'), ('y_rt', 'rt_end_south'), ('w_bw', 'g_w'), ('rs_end_south', 'y_gy2'), ('o_rt', 'o_w_1'), ('rh_end_tt_4', 'rh_end_tt_3')}
         1637436 function calls (1618545 primitive calls) in 26.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 <decorator-gen-307>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-730>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_random_state)
        1    0.000    0.000    0.000    0.000 branchings.py:256(Edmonds)
        2    0.000    0.000    0.000    0.000 __init__.py:1189(get_backend)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 <decorator-gen-637>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-33>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-486>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-663>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 function.py:48(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 integer.py:712(Int64Dtype)
        1    0.000    0.000    0.000    0.000 category.py:163(UnitData)
        2    0.000    0.000    0.000    0.000 request.py:1323(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-701>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        1    0.000    0.000    0.000    0.000 indexing.py:2268(need_slice)
        1    0.000    0.000    0.000    0.000 scale.py:404(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-596>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 collections.py:378(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-517>:1(_random_state)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-240>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-367>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-595>:1(_not_implemented_for)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-17>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-183>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-371>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-207>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 category.py:113(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-213>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-269>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 integer.py:726(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 <decorator-gen-482>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-601>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-591>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-392>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-429>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 base.py:90(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
        1    0.000    0.000    0.000    0.000 <decorator-gen-503>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_internal_poll)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:321(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-249>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 figure.py:91(_entry_from_axes)
        2    0.000    0.000    0.000    0.000 numeric.py:81(_validate_dtype)
        1    0.000    0.000    0.000    0.000 dates.py:836(AutoDateFormatter)
        2    0.000    0.000    0.000    0.000 scale.py:634(get_scale_names)
        1    0.000    0.000    0.000    0.000 <decorator-gen-689>:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:259(y0)
        1    0.000    0.000    0.000    0.000 <decorator-gen-365>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 widgets.py:948(RadioButtons)
        1    0.000    0.000    0.000    0.000 <decorator-gen-443>:1(_open_file)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-567>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 colors.py:1174(LogNorm)
        1    0.000    0.000    0.000    0.000 <decorator-gen-511>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 community_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-349>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(PaddedBox)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 animation.py:534(PillowWriter)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 nanops.py:84(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
        1    0.000    0.000    0.000    0.000 <decorator-gen-209>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 backend_tools.py:514(ToolXScale)
        1    0.000    0.000    0.000    0.000 <decorator-gen-497>:1(_random_state)
        1    0.000    0.000    0.000    0.000 streamplot.py:365(StreamMask)
        1    0.000    0.000    0.000    0.000 <decorator-gen-271>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1783(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-469>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-260>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:2063(transform_non_affine)
        1    0.000    0.000    0.000    0.000 legend_handler.py:260(HandlerPatch)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-514>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 <decorator-gen-695>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-53>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-445>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 __init__.py:2111(_OrderedSet)
        1    0.000    0.000    0.000    0.000 <decorator-gen-490>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-82>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-318>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-623>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 <decorator-gen-489>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-195>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-43>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-592>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-645>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-651>:1(_open_file)
        1    0.000    0.000    0.000    0.000 ordered.py:53(OrderedDiGraph)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 <decorator-gen-109>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-433>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ops.py:954(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 <decorator-gen-78>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-251>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-722>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 widgets.py:517(CheckButtons)
        4    0.000    0.000    0.000    0.000 font_manager.py:800(get_size_in_points)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 blocks.py:2348(BoolBlock)
        1    0.000    0.000    0.000    0.000 config.py:382(option_context)
        1    0.000    0.000    0.000    0.000 <decorator-gen-277>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-437>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-679>:1(_open_file)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 patches.py:269(get_patch_transform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-49>:1(_random_state)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 ticker.py:1154(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolBack)
        1    0.000    0.000    0.000    0.000 <decorator-gen-419>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-321>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 <decorator-gen-453>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 reportviews.py:1037(EdgeView)
        1    0.000    0.000    0.000    0.000 <decorator-gen-393>:1(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:1537(<setcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:316(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 matching.py:244(NoNode)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-244>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 <decorator-gen-458>:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 <decorator-gen-35>:1(_random_state)
        1    0.000    0.000    0.001    0.001 <decorator-gen-125>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-159>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:89(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 integer.py:733(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 artist.py:1024(get_zorder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-712>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-485>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-55>:1(_random_state)
        1    0.000    0.000    0.000    0.000 matching.py:249(Blossom)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 coreviews.py:302(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 <decorator-gen-121>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-266>:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:616(StataValueLabel)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-39>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-665>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-371>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-435>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-167>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        2    0.000    0.000    0.000    0.000 parsers.py:1341(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-45>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-485>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2135(NullHandler)
        1    0.000    0.000    0.000    0.000 request.py:1376(HTTPHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-377>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 figure.py:150(__contains__)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-317>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 dates.py:1548(MonthLocator)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-668>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-39>:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:85(MultiAdjacencyView)
        1    0.000    0.000    0.000    0.000 <decorator-gen-45>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-256>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-597>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.000    0.000 ticker.py:1985(MultipleLocator)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(HandlerStem)
        4    0.000    0.000    0.000    0.000 axis.py:1433(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-85>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-289>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 filters.py:50(show_nodes)
        1    0.000    0.000    0.000    0.000 <decorator-gen-521>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-639>:1(_open_file)
        2    0.000    0.000    0.000    0.000 client.py:1182(_encode_request)
        1    0.000    0.000    0.000    0.000 <decorator-gen-455>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1374(MouseEvent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-699>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 expanding.py:252(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 <decorator-gen-171>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 graph.py:1405(clear)
        1    0.000    0.000    0.000    0.000 <decorator-gen-259>:1(_not_implemented_for)
        3    0.000    0.000    0.000    0.000 rcsetup.py:217(validate_dpi)
        1    0.000    0.000    0.000    0.000 <decorator-gen-243>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-279>:1(_random_state)
        1    0.000    0.000    0.000    0.000 blocks.py:1971(ComplexBlock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3437(StatusbarBase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-23>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-599>:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5147(Group)
        1    0.000    0.000    0.000    0.000 backend_tools.py:712(ToolForward)
        1    0.000    0.000    0.000    0.000 <decorator-gen-535>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:492(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 graphml.py:609(IncrementalElement)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-165>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:75(GraphMatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-538>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-611>:1(_random_state)
        1    0.000    0.000    0.000    0.000 backend_tools.py:487(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-315>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 mathtext.py:1810(Rule)
        1    0.000    0.000    0.000    0.000 <decorator-gen-350>:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        2    0.000    0.000    0.000    0.000 managers.py:233(_is_single_block)
        1    0.000    0.000    0.000    0.000 <decorator-gen-217>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-459>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-741>:1(_open_file)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4552(PrecededBy)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 <decorator-gen-151>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-649>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-247>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-449>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-711>:1(_random_state)
        1    0.000    0.000    0.000    0.000 colors.py:861(ListedColormap)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(LocationEvent)
        1    0.000    0.000    0.000    0.000 reportviews.py:1235(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 <decorator-gen-80>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-173>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-361>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-326>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-650>:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-233>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 artist.py:819(get_clip_path)
        1    0.000    0.000    0.000    0.000 reportviews.py:1133(InEdgeView)
        1    0.000    0.000    0.000    0.000 <decorator-gen-399>:1(<module>)
        2    0.000    0.000    0.000    0.000 range.py:237(stop)
        2    0.000    0.000    0.000    0.000 parsers.py:398(_validate_names)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-250>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-603>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-615>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-641>:1(_open_file)
        2    0.000    0.000    0.000    0.000 generic.py:125(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-88>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-388>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 polar.py:515(RadialTick)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-473>:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.000    0.000 <decorator-gen-534>:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:429(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:728(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-743>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-235>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-613>:1(_random_state)
        2    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:338(FontEntry)
        1    0.000    0.000    0.000    0.000 <decorator-gen-130>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-169>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-367>:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1652(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-349>:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-211>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-531>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:758(is_url)
        1    0.000    0.000    0.000    0.000 client.py:1451(IncompleteRead)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 <decorator-gen-584>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 <decorator-gen-490>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-138>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 collections.py:1664(CircleCollection)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-499>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ticker.py:1845(FixedLocator)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._macosx.event_loop_is_running}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 <decorator-gen-127>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-579>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-581>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-21>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1088(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 <decorator-gen-716>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-522>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-527>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 lines.py:1399(_AxLine)
        1    0.000    0.000    0.000    0.000 ordered.py:62(OrderedMultiGraph)
        1    0.000    0.000    0.000    0.000 <decorator-gen-681>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-106>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-153>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 offsetbox.py:417(VPacker)
        1    0.000    0.000    0.000    0.000 <decorator-gen-265>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-707>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 indexing.py:2007(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 blocks.py:1921(FloatBlock)
        1    0.000    0.000    0.000    0.000 <decorator-gen-57>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-703>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(_random_state)
        2    0.000    0.000    0.000    0.000 axis.py:1909(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-281>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-418>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-643>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-128>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-555>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-417>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-462>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-573>:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:433(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 <decorator-gen-447>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-651>:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:835(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-19>:1(_nodes_or_number)
